,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,Total_Assets,Assets_score,Assets_to_loan_score,Income_to_loan,Income_to_loan_score,Income_to_Loan_score_per_dependancy
1420,1, Graduate, Yes,9000000,18800000,8,797,4100000,9400000,22900000,7500000,1,36400000,29010800000,1543.127659574468,3.8297872340425534,3052.340425531915,1526.1702127659576
1421,4, Not Graduate, No,7100000,14300000,14,537,13700000,10400000,18200000,6100000,0,42300000,22715100000,1588.4685314685314,6.951048951048951,3732.7132867132864,746.5426573426573
1422,3, Graduate, No,800000,2500000,12,828,1700000,0,1500000,700000,1,3200000,2649600000,1059.84,3.84,3179.52,794.88
1423,0, Graduate, Yes,4500000,9600000,14,471,3200000,7700000,11000000,3600000,0,21900000,10314900000,1074.46875,6.5625,3090.9375,3090.9375
1424,5, Graduate, No,8500000,25400000,4,336,8500000,1200000,30600000,9000000,0,40300000,13540800000,533.1023622047244,1.3385826771653544,449.76377952755905,74.96062992125984
1425,3, Not Graduate, Yes,2500000,9800000,16,424,4700000,3200000,5800000,1300000,0,13700000,5808800000,592.734693877551,4.081632653061225,1730.6122448979593,432.6530612244898
1426,2, Graduate, No,1500000,3300000,18,440,800000,2300000,3000000,1800000,0,6100000,2684000000,813.3333333333334,8.181818181818182,3600.0,1200.0
1427,0, Not Graduate, No,6200000,17300000,8,583,3700000,3900000,13600000,3300000,1,21200000,12359600000,714.4277456647399,2.867052023121387,1671.4913294797686,1671.4913294797686
1428,1, Not Graduate, Yes,1300000,2900000,6,480,2900000,300000,2900000,1400000,0,6100000,2928000000,1009.6551724137931,2.689655172413793,1291.0344827586207,645.5172413793103
1429,5, Not Graduate, No,6600000,25800000,10,670,4600000,7200000,20600000,8500000,1,32400000,21708000000,841.3953488372093,2.558139534883721,1713.953488372093,285.6589147286822
1430,0, Graduate, Yes,5300000,13700000,6,329,8800000,7600000,11200000,2800000,0,27600000,9080400000,662.8029197080292,2.321167883211679,763.6642335766423,763.6642335766423
1431,5, Not Graduate, No,1400000,3000000,6,754,3500000,2700000,5300000,1400000,1,11500000,8671000000,2890.3333333333335,2.8,2111.2,351.8666666666666
1432,2, Not Graduate, Yes,2900000,7800000,18,588,400000,100000,11600000,4200000,1,12100000,7114800000,912.1538461538462,6.6923076923076925,3935.0769230769233,1311.6923076923078
1433,3, Not Graduate, No,6500000,16500000,4,551,5300000,800000,18500000,7600000,1,24600000,13554600000,821.4909090909091,1.5757575757575757,868.2424242424242,217.06060606060606
1434,3, Graduate, No,8300000,18900000,4,316,20200000,9700000,21300000,8200000,0,51200000,16179200000,856.042328042328,1.7566137566137565,555.089947089947,138.77248677248676
1435,2, Not Graduate, Yes,8900000,32200000,12,382,0,11300000,20500000,5400000,0,31800000,12147600000,377.2546583850932,3.3167701863354035,1267.0062111801242,422.3354037267081
1436,3, Graduate, No,5300000,15000000,6,717,7000000,4100000,17100000,5300000,1,28200000,20219400000,1347.96,2.12,1520.04,380.01
1437,0, Graduate, No,2800000,7300000,6,676,3500000,2200000,5700000,3200000,1,11400000,7706400000,1055.6712328767123,2.3013698630136985,1555.7260273972602,1555.7260273972602
1438,1, Not Graduate, No,8000000,27800000,6,667,6000000,12600000,22500000,9900000,1,41100000,27413700000,986.1043165467626,1.7266187050359711,1151.6546762589928,575.8273381294964
1439,3, Not Graduate, No,3900000,10500000,20,821,1600000,6300000,11000000,3900000,1,18900000,15516900000,1477.8,7.428571428571429,6098.857142857143,1524.7142857142858
1440,0, Graduate, No,6200000,20100000,20,345,9300000,5900000,17400000,4100000,0,32600000,11247000000,559.5522388059702,6.169154228855722,2128.358208955224,2128.358208955224
1441,3, Not Graduate, Yes,5900000,19200000,10,442,9500000,500000,18300000,4700000,0,28300000,12508600000,651.4895833333334,3.0729166666666665,1358.2291666666665,339.55729166666663
1442,1, Graduate, Yes,6000000,23300000,12,672,2000000,11300000,19600000,6400000,1,32900000,22108800000,948.8755364806867,3.0901287553648067,2076.56652360515,1038.283261802575
1443,3, Not Graduate, Yes,9100000,29300000,2,508,19000000,5100000,31600000,11900000,1,55700000,28295600000,965.7201365187714,0.621160409556314,315.54948805460754,78.88737201365188
1444,5, Graduate, Yes,3400000,12300000,10,615,7000000,1600000,11400000,3500000,1,20000000,12300000000,1000.0,2.7642276422764227,1700.0,283.3333333333333
1445,1, Graduate, Yes,1800000,4400000,8,689,3200000,2500000,3800000,1600000,1,9500000,6545500000,1487.6136363636363,3.272727272727273,2254.909090909091,1127.4545454545455
1446,1, Graduate, No,300000,1200000,18,747,100000,0,700000,200000,0,800000,597600000,498.0,4.5,3361.5,1680.75
1447,1, Graduate, Yes,9000000,22800000,10,412,0,15600000,32000000,4700000,0,47600000,19611200000,860.140350877193,3.9473684210526314,1626.3157894736842,813.1578947368421
1448,1, Graduate, No,6400000,16900000,2,703,6300000,7300000,15900000,7400000,1,29500000,20738500000,1227.1301775147929,0.757396449704142,532.4497041420118,266.2248520710059
1449,5, Not Graduate, No,5800000,22200000,16,884,1200000,4800000,19500000,8500000,1,25500000,22542000000,1015.4054054054054,4.18018018018018,3695.2792792792793,615.8798798798799
1450,5, Graduate, Yes,2600000,8600000,18,651,1000000,100000,7800000,2600000,1,8900000,5793900000,673.7093023255813,5.441860465116279,3542.6511627906975,590.4418604651163
1451,4, Not Graduate, No,6600000,17300000,14,793,16700000,1400000,17500000,3900000,1,35600000,28230800000,1631.8381502890174,5.341040462427745,4235.445086705202,847.0890173410404
1452,2, Not Graduate, No,6100000,21800000,4,407,9800000,100000,20200000,5800000,1,30100000,12250700000,561.9587155963303,1.1192660550458715,455.5412844036697,151.84709480122322
1453,2, Not Graduate, No,4100000,11100000,8,390,800000,3100000,10100000,3400000,0,14000000,5460000000,491.8918918918919,2.954954954954955,1152.4324324324325,384.14414414414415
1454,3, Not Graduate, Yes,300000,1000000,12,469,600000,400000,700000,300000,0,1700000,797300000,797.3,3.6,1688.4,422.1
1455,4, Graduate, No,4700000,10400000,6,373,6800000,8600000,14300000,5400000,0,29700000,11078100000,1065.201923076923,2.7115384615384617,1011.4038461538462,202.28076923076924
1456,4, Graduate, Yes,1500000,5800000,2,304,2400000,1600000,3300000,1400000,1,7300000,2219200000,382.62068965517244,0.5172413793103449,157.24137931034483,31.448275862068964
1457,5, Not Graduate, No,2700000,8300000,8,833,4600000,1300000,6800000,3300000,1,12700000,10579100000,1274.5903614457832,2.602409638554217,2167.8072289156626,361.3012048192771
1458,2, Graduate, No,6900000,20900000,2,302,18700000,10700000,26900000,9200000,1,56300000,17002600000,813.5215311004785,0.6602870813397129,199.4066985645933,66.4688995215311
1459,0, Graduate, No,7600000,28700000,6,397,11000000,13200000,24600000,3800000,0,48800000,19373600000,675.0383275261324,1.588850174216028,630.7735191637631,630.7735191637631
1460,1, Graduate, No,4100000,10000000,6,891,4900000,300000,12600000,3600000,1,17800000,15859800000,1585.98,2.46,2191.86,1095.93
1461,3, Not Graduate, No,4100000,12200000,2,457,700000,500000,14100000,4900000,0,15300000,6992100000,573.1229508196722,0.6721311475409836,307.1639344262295,76.79098360655738
1462,4, Not Graduate, No,1600000,3200000,16,657,200000,100000,5700000,1200000,1,6000000,3942000000,1231.875,8.0,5256.0,1051.2
1463,2, Not Graduate, Yes,400000,1400000,2,480,200000,700000,1600000,200000,1,2500000,1200000000,857.1428571428571,0.5714285714285714,274.2857142857143,91.42857142857143
1464,5, Graduate, Yes,4400000,17300000,20,840,3600000,5100000,12900000,2300000,1,21600000,18144000000,1048.78612716763,5.086705202312139,4272.832369942196,712.1387283236994
1465,2, Not Graduate, Yes,3800000,8000000,12,866,6000000,600000,8400000,1900000,1,15000000,12990000000,1623.75,5.7,4936.2,1645.3999999999999
1466,0, Not Graduate, No,4300000,17000000,8,619,4100000,6600000,17100000,3900000,1,27800000,17208200000,1012.2470588235294,2.023529411764706,1252.5647058823529,1252.5647058823529
1467,1, Graduate, Yes,9000000,33500000,2,748,7900000,9800000,25700000,11500000,1,43400000,32463200000,969.0507462686567,0.5373134328358209,401.910447761194,200.955223880597
1468,3, Not Graduate, Yes,9500000,25500000,12,881,27000000,14100000,21600000,8900000,1,62700000,55238700000,2166.2235294117645,4.470588235294118,3938.5882352941176,984.6470588235294
1469,2, Graduate, Yes,6900000,13900000,8,829,14300000,8100000,22400000,4600000,1,44800000,37139200000,2671.884892086331,3.971223021582734,3292.1438848920866,1097.381294964029
1470,3, Not Graduate, No,4300000,11100000,6,312,4800000,3800000,10100000,3300000,0,18700000,5834400000,525.6216216216217,2.324324324324324,725.1891891891892,181.2972972972973
1471,3, Not Graduate, No,6600000,21400000,10,467,15200000,6000000,20300000,5200000,0,41500000,19380500000,905.6308411214953,3.0841121495327104,1440.2803738317757,360.0700934579439
1472,1, Graduate, Yes,5200000,14300000,18,650,5400000,2300000,17600000,3600000,1,25300000,16445000000,1150.0,6.545454545454546,4254.545454545455,2127.2727272727275
1473,3, Graduate, Yes,400000,1100000,6,711,100000,300000,1400000,100000,1,1800000,1279800000,1163.4545454545455,2.1818181818181817,1551.2727272727273,387.8181818181818
1474,4, Not Graduate, No,1300000,4100000,18,886,2800000,500000,3800000,600000,1,7100000,6290600000,1534.2926829268292,5.7073170731707314,5056.682926829268,1011.3365853658536
1475,5, Not Graduate, No,9700000,28400000,4,494,5300000,12000000,24400000,10000000,0,41700000,20599800000,725.3450704225352,1.3661971830985915,674.9014084507043,112.48356807511738
1476,2, Graduate, Yes,5400000,10900000,14,741,1300000,6000000,20400000,5600000,1,27700000,20525700000,1883.091743119266,6.935779816513762,5139.412844036698,1713.1376146788991
1477,4, Not Graduate, No,1200000,3300000,12,876,400000,100000,3800000,1000000,1,4300000,3766800000,1141.4545454545455,4.363636363636363,3822.545454545454,764.5090909090908
1478,0, Graduate, Yes,7000000,26400000,14,610,14300000,0,13900000,5300000,1,28200000,17202000000,651.5909090909091,3.712121212121212,2264.3939393939395,2264.3939393939395
1479,5, Graduate, No,7600000,26000000,6,778,12900000,2400000,25500000,10900000,1,40800000,31742400000,1220.8615384615384,1.7538461538461538,1364.4923076923076,227.4153846153846
1480,5, Graduate, Yes,700000,1800000,14,571,200000,400000,1900000,400000,1,2500000,1427500000,793.0555555555555,5.444444444444445,3108.777777777778,518.1296296296297
1481,3, Graduate, Yes,7500000,25100000,18,554,12500000,7900000,28500000,4700000,1,48900000,27090600000,1079.3067729083666,5.378486055776892,2979.6812749003984,744.9203187250996
1482,0, Not Graduate, Yes,2300000,6200000,8,712,6800000,1700000,8800000,1500000,1,17300000,12317600000,1986.7096774193549,2.967741935483871,2113.032258064516,2113.032258064516
1483,5, Not Graduate, Yes,5600000,11500000,4,695,9500000,7100000,11700000,7800000,1,28300000,19668500000,1710.304347826087,1.9478260869565218,1353.7391304347827,225.62318840579712
1484,0, Not Graduate, Yes,5400000,10900000,20,366,3700000,500000,21000000,4800000,0,25200000,9223200000,846.1651376146789,9.908256880733944,3626.4220183486236,3626.4220183486236
1485,1, Not Graduate, Yes,1800000,5500000,10,426,5000000,1500000,5900000,1600000,0,12400000,5282400000,960.4363636363636,3.272727272727273,1394.1818181818182,697.0909090909091
1486,0, Not Graduate, No,2900000,6900000,10,320,5100000,500000,7700000,1500000,0,13300000,4256000000,616.8115942028985,4.202898550724638,1344.927536231884,1344.927536231884
1487,3, Not Graduate, Yes,1400000,4600000,8,543,1500000,1200000,2700000,2000000,0,5400000,2932200000,637.4347826086956,2.4347826086956523,1322.0869565217392,330.5217391304348
1488,2, Graduate, No,2800000,11000000,16,525,8200000,1800000,5800000,2400000,0,15800000,8295000000,754.0909090909091,4.072727272727272,2138.181818181818,712.7272727272726
1489,0, Not Graduate, Yes,3300000,13100000,12,812,4800000,4900000,7500000,4300000,1,17200000,13966400000,1066.1374045801526,3.0229007633587788,2454.5954198473282,2454.5954198473282
1490,0, Not Graduate, No,7000000,25300000,14,697,15100000,10400000,14300000,6700000,1,39800000,27740600000,1096.4664031620553,3.8735177865612647,2699.8418972332015,2699.8418972332015
1491,1, Not Graduate, No,3900000,15100000,12,527,10600000,5100000,11100000,3800000,0,26800000,14123600000,935.3377483443709,3.0993377483443707,1633.3509933774833,816.6754966887416
1492,1, Not Graduate, No,5700000,17200000,4,512,4300000,7000000,21400000,3000000,1,32700000,16742400000,973.3953488372093,1.3255813953488371,678.6976744186046,339.3488372093023
1493,0, Graduate, No,4100000,9200000,4,671,3400000,6300000,10400000,4900000,1,20100000,13487100000,1465.9891304347825,1.7826086956521738,1196.1304347826087,1196.1304347826087
1494,1, Graduate, Yes,2200000,8700000,20,539,1000000,4000000,8200000,2600000,0,13200000,7114800000,817.7931034482758,5.057471264367816,2725.977011494253,1362.9885057471265
1495,5, Not Graduate, No,2200000,7200000,10,532,2700000,300000,7500000,1600000,0,10500000,5586000000,775.8333333333334,3.0555555555555554,1625.5555555555554,270.9259259259259
1496,3, Not Graduate, Yes,2500000,7700000,16,485,2000000,3600000,5600000,3200000,0,11200000,5432000000,705.4545454545455,5.194805194805195,2519.4805194805194,629.8701298701299
1497,0, Not Graduate, Yes,900000,2100000,6,521,100000,1700000,2100000,700000,0,3900000,2031900000,967.5714285714286,2.5714285714285716,1339.7142857142858,1339.7142857142858
1498,1, Not Graduate, No,2900000,7400000,10,874,400000,1200000,10100000,3300000,1,11700000,10225800000,1381.8648648648648,3.918918918918919,3425.135135135135,1712.5675675675675
1499,2, Not Graduate, No,9800000,22900000,10,788,1300000,10300000,27200000,14000000,1,38800000,30574400000,1335.1266375545852,4.279475982532751,3372.227074235808,1124.0756914119358
1500,2, Not Graduate, No,5200000,14800000,12,659,11500000,5200000,18100000,4100000,1,34800000,22933200000,1549.5405405405406,4.216216216216216,2778.4864864864862,926.1621621621621
1501,1, Graduate, Yes,8600000,19600000,16,498,14800000,3000000,21000000,5300000,0,38800000,19322400000,985.8367346938776,7.020408163265306,3496.1632653061224,1748.0816326530612
1502,2, Graduate, Yes,4800000,13200000,20,310,11800000,4600000,12900000,4200000,0,29300000,9083000000,688.1060606060606,7.2727272727272725,2254.5454545454545,751.5151515151515
1503,0, Graduate, No,2000000,4700000,6,785,2900000,1800000,6700000,1700000,1,11400000,8949000000,1904.0425531914893,2.5531914893617023,2004.2553191489362,2004.2553191489362
1504,0, Graduate, No,3600000,8700000,10,309,6300000,1000000,8600000,3300000,0,15900000,4913100000,564.7241379310345,4.137931034482759,1278.6206896551726,1278.6206896551726
1505,3, Not Graduate, Yes,5300000,19600000,2,433,14700000,9900000,10800000,3000000,1,35400000,15328200000,782.0510204081633,0.5408163265306123,234.17346938775512,58.54336734693878
1506,1, Not Graduate, Yes,400000,1300000,18,801,100000,0,1500000,600000,1,1600000,1281600000,985.8461538461538,5.538461538461538,4436.307692307692,2218.153846153846
1507,3, Graduate, Yes,6500000,22400000,6,488,16800000,11700000,21700000,6800000,0,50200000,24497600000,1093.642857142857,1.7410714285714286,849.6428571428571,212.41071428571428
1508,0, Not Graduate, Yes,2300000,6000000,16,756,2900000,2100000,7500000,1200000,1,12500000,9450000000,1575.0,6.133333333333334,4636.8,4636.8
1509,3, Graduate, No,1000000,2800000,4,757,2500000,100000,3800000,900000,1,6400000,4844800000,1730.2857142857142,1.4285714285714286,1081.4285714285716,270.3571428571429
1510,5, Not Graduate, No,3200000,10100000,6,828,8500000,6000000,8700000,3000000,1,23200000,19209600000,1901.9405940594058,1.900990099009901,1574.019801980198,262.33663366336634
1511,3, Graduate, Yes,3400000,7200000,12,733,4800000,2700000,8100000,2200000,1,15600000,11434800000,1588.1666666666667,5.666666666666667,4153.666666666667,1038.4166666666667
1512,0, Not Graduate, No,9600000,38200000,8,421,1600000,14100000,33600000,13800000,0,49300000,20755300000,543.3324607329843,2.0104712041884816,846.4083769633507,846.4083769633507
1513,3, Not Graduate, No,5300000,20300000,4,872,4300000,7300000,18400000,7600000,1,30000000,26160000000,1288.6699507389162,1.0443349753694582,910.6600985221676,227.6650246305419
1514,3, Graduate, No,4700000,17400000,10,393,12400000,5300000,18700000,5300000,0,36400000,14305200000,822.1379310344828,2.7011494252873565,1061.5517241379312,265.3879310344828
1515,3, Graduate, No,9700000,37800000,12,700,13400000,6100000,25800000,11900000,1,45300000,31710000000,838.8888888888889,3.0793650793650795,2155.5555555555557,538.8888888888889
1516,5, Graduate, No,8800000,21600000,18,613,15400000,12100000,30000000,8400000,1,57500000,35247500000,1631.8287037037037,7.333333333333333,4495.333333333333,749.2222222222222
1517,5, Graduate, No,5900000,13400000,6,455,3200000,11200000,21600000,6900000,0,36000000,16380000000,1222.3880597014925,2.6417910447761193,1202.0149253731342,200.33582089552237
1518,4, Graduate, Yes,2400000,7100000,16,871,7000000,300000,8500000,3500000,1,15800000,13761800000,1938.281690140845,5.408450704225352,4710.760563380281,942.1521126760563
1519,4, Graduate, Yes,7900000,21500000,16,497,2200000,5200000,23100000,7700000,0,30500000,15158500000,705.046511627907,5.879069767441861,2921.8976744186048,584.3795348837209
1520,0, Graduate, No,1400000,2700000,2,649,2600000,1000000,5500000,1100000,1,9100000,5905900000,2187.3703703703704,1.037037037037037,673.037037037037,673.037037037037
1521,0, Graduate, Yes,3500000,10000000,14,709,5300000,1800000,9200000,5000000,1,16300000,11556700000,1155.67,4.9,3474.1000000000004,3474.1000000000004
